,,,,부동 701호,
,,,,부동 605호,
,,,,부동 503호,
,,,,부동 402호,
,,,,부동 304호,
,,,,부동 202호,
,,,,부동 205호,
,Event 5(배틀로얄층. 피튀기는 분양 전쟁. 전쟁은 시작됐다.),2022. 07. 04 ~ 07. 10,자동 A Type,자동 3701호,2022. 07. 14(목)
,,,,자동 3702호,
,,,,자동 3602호,
,,,,자동 3501호,
,,,,자동 3401호,
,,,,자동 3402호,
,,,,자동 3302호,
,,,,자동 3201호,
,,,,자동 3101호,
,,,,자동 3102호,
,,,,자동 3001호,
,,,,자동 3002호,
,,,,자동 2901호,
,,,,자동 2902호,
,,,,자동 2801호,
,,,시동 A Type,시동 3701호,
,,,,시동 3702호,
,,,,시동 3602호,
,,,,시동 3603호,
,,,,시동 3501호,
,,,,시동 3502호,
,,,,시동 3503호,
,,,,시동 3401호,
,,,,시동 3402호,
,,,,시동 3403호,
,,,,시동 3301호,
,,,,시동 3303호,
,,,,시동 3201호,
,,,,시동 3202호,
,,,,시동 3203호,
,,,,시동 3101호,
,,,,시동 3102호,
,,,,시동 3103호,
,,,,시동 3002호,
,,,,시동 3003호,
,,,,시동 2902호,
,,,,시동 2903호,
,,,,시동 2801호,
,,,,시동 2802호,
,,,부동,부동 3703호,
,,,,부동 3704호,
,,,,부동 3705호,
,,,,부동 3601호,
,,,,부동 3602호,
,,,,부동 3603호,
,,,,부동 3604호,
,,,,부동 3501호,
,,,,부동 3502호,
,,,,부동 3503호,
,,,,부동 3504호,
,,,,부동 3505호,
,,,,부동 3401호,
,,,,부동 3403호,
,,,,부동 3404호,
,,,,부동 3405호,
,,,,부동 3301호,
,,,,부동 3302호,
,,,,부동 3303호,
,,,,부동 3304호,
,,,,부동 3305호,
,,,,부동 3201호,
,,,,부동 3202호,
,,,,부동 3203호,
,,,,부동 3205호,
,,,,부동 3101호,
,,,,부동 3102호,
,,,,부동 3104호,
,,,,부동 3105호,
,,,,부동 3001호,
,,,,부동 3002호,
,,,,부동 3003호,
,,,,부동 3004호,
,,,,부동 2902호,
,,,,부동 2903호,
,,,,부동 2904호,
,,,,부동 2905호,
,,,,부동 2801호,
,,,,부동 2802호,
,,,,부동 2803호,
,,,,부동 2805호,
"선착순 
이벤트",Event 6(떡상어 화성에 가보자고),22.05.01 ~ 소진시,자동 A Type,자동 3901호,따로 발표 없음
,,,,자동 2702호,
,,,자동 B Type,자동 1401호,
,,,,자동 302호,
,,,시동 A Type,시동 4102호,
,,,,시동 2901호,
,,,시동 B Type,시동 2003호,
,,,,시동 904호,
,,,부동,부동 4405호,
,,,,부동 2305호,
,Event 7(어디서 파도 타는 냄새 안나요? 주식차트 타고 있어요.),22.07 ~ 소진시,자동 A Type,자동 3502호,따로 발표 없음
,,,,자동 3301호,
,,,자동 B Type,자동 2102호,
,,,,자동 803호,
,,,시동 A Type,시동 3703호,
,,,,시동 2503호,
,,,시동 B Type,시동 1502호,
,,,,시동 401호,
,,,부동,부동 3702호,
,,,,부동 1004호,
